Column#	Transcript ID	gene assignment	Gene Symbol	RefSeq	p-value (TYPE)	p-value (Subject ID (type))	p-value (Subjec ID (TYPE))	Ratio (Control vs SCZD)	Fold-Change (Control vs SCZD)	Fold-Change (Control vs SCZD) Description	F (Subject ID (TYPE)	SS (Subject ID (TYPE))	F (TYPE)	SS (TYPE)	SS (ERROR)	Flag
4951	7904281	ENST00000369482 // C1orf137 // chromosome 1 open reading frame 137 // 1p13.1 // 	C1orf137	ENST00000369482	0.00999752	0.541861	0.00999752	1.12484	1.12484	Control up vs SZD	0.86348	0.0754365	13.7466	0.172832	0.232969	1
5168	7906154	NM_144627 // C1orf182 // chromosome 1 open reading frame 182 // 1q22 // 128229 /	C1orf182	NM_144627	0.0391946	0.366051	0.0391946	1.13435	1.13435	Control up vs SZD	1.17767	0.172494	6.90335	0.198465	0.390589	1
6346	7918552	NM_019099 // C1orf183 // chromosome 1 open reading frame 183 // 1p13.2 // 55924 	C1orf183	NM_019099	0.029144	0.0049891	0.029144	1.39283	1.39283	Control up vs SZD	4.91575	1.01204	8.12811	1.37099	0.549003	1
4306	7897737	NM_198545 // C1orf187 // chromosome 1 open reading frame 187 // 1p36.22 // 37494	C1orf187	NM_198545	0.0494331	0.321231	0.0494331	0.853639	-1.17146	Control down vs SZD	1.27862	0.311251	6.02855	0.312732	0.64914	1
4647	7901187	NM_001013615 // C1orf190 // chromosome 1 open reading frame 190 // 1p34 // 54146	C1orf190	NM_001013615	0.0116754	0.356896	0.0116754	1.1845	1.1845	Control up vs SZD	1.19733	0.167836	12.7999	0.358048	0.373801	1
4426	7898858	NM_138479 // C1orf213 // chromosome 1 open reading frame 213 // 1p36.12 // 14889	C1orf213	NM_138479	0.0191971	0.0714849	0.0191971	1.26196	1.26196	Control up vs SZD	2.44701	0.402376	10.0806	0.67603	0.438496	1
6799	7922870	NM_030934 // C1orf25 // chromosome 1 open reading frame 25 // 1q25.2 // 81627 //	C1orf25	NM_030934	0.00269102	0.422093	0.00269102	0.808653	-1.23662	Control down vs SZD	1.06607	0.140352	24.0815	0.563315	0.351077	1
6230	7917331	NR_024113 // C1orf52 // chromosome 1 open reading frame 52 // 1p22.3 // 148423 /	C1orf52	NR_024113	0.0389871	0.194455	0.0389871	0.896233	-1.11578	Control down vs SZD	1.66242	0.12988	6.92421	0.149886	0.208338	1
6611	7921003	NM_006365 // C1orf61 // chromosome 1 open reading frame 61 // 1q22 // 10485 /// 	C1orf61	NM_006365	0.0285408	6.42E-14	0.0285408	2.89666	2.89666	Control up vs SZD	188.016	10.3118	8.21941	14.1262	0.146254	1
6316	7918235	NM_152763 // C1orf62 // chromosome 1 open reading frame 62 // 1p13.3 // 254268 /	C1orf62	NM_152763	0.0478972	0.000198396	0.0478972	1.45254	1.45254	Control up vs SZD	9.1114	1.69978	6.14337	1.7404	0.497482	1
5628	7911138	NM_152609 // C1orf71 // chromosome 1 open reading frame 71 // 1q44 // 163882 ///	C1orf71	NM_152609	0.0192082	0.099566	0.0192082	0.849659	-1.17694	Control down vs SZD	2.18177	0.197352	10.0777	0.331475	0.241214	1
5711	7911683	NM_182533 // C1orf86 // chromosome 1 open reading frame 86 // 1p36.33 // 199990 	C1orf86	NM_182533	0.019568	0.613705	0.019568	1.09142	1.09142	Control up vs SZD	0.75669	0.0574296	9.98483	0.0955708	0.202389	1
6164	7916629	BC027878 // C1orf87 // chromosome 1 open reading frame 87 // 1p32.1 // 127795 //	C1orf87	BC027878	0.0280646	0.604278	0.0280646	1.12984	1.12984	Control up vs SZD	0.770278	0.134648	8.29333	0.186114	0.466146	1
5815	7912743	NM_030907 // C1orf89 // chromosome 1 open reading frame 89 // 1p36.13 // 79363 /	C1orf89	NM_030907	0.00546136	0.767461	0.00546136	1.11585	1.11585	Control up vs SZD	0.544002	0.0501686	17.9472	0.150064	0.245923	1
22105	8075897	NM_031910 // C1QTNF6 // C1q and tumor necrosis factor related protein 6 // 22q13	C1QTNF6	NM_031910	0.00189021	0.00443238	0.00189021	0.668369	-1.49618	Control down vs SZD	5.04301	0.438626	27.7322	2.02735	0.231939	1
21059	8065911	BC112060 // C20orf173 // chromosome 20 open reading frame 173 // 20q11.22 // 140	C20orf173	BC112060	0.000258943	0.999408	0.000258943	1.08668	1.08668	Control up vs SZD	0.0476515	0.00882632	58.6559	0.0862859	0.493937	1
20643	8061815	NM_182658 // C20orf185 // chromosome 20 open reading frame 185 // 20q11.21 // 35	C20orf185	NM_182658	0.0219564	0.989466	0.0219564	1.06459	1.06459	Control up vs SZD	0.135682	0.0311579	9.42177	0.048927	0.612371	1
20644	8061831	NM_182519 // C20orf186 // chromosome 20 open reading frame 186 // 20q11.21 // 14	C20orf186	NM_182519	0.0448062	0.890855	0.0448062	1.06348	1.06348	Control up vs SZD	0.364389	0.0444183	6.39031	0.0473078	0.325062	1
20917	8064739	NM_001039140 // C20orf27 // chromosome 20 open reading frame 27 // 20p13 // 5497	C20orf27	NM_001039140	0.02416	0.776758	0.02416	1.116	1.116	Control up vs SZD	0.531225	0.100614	8.97073	0.150431	0.505067	1
20808	8063509	NM_016407 // C20orf43 // chromosome 20 open reading frame 43 // 20q13.31 // 5150	C20orf43	NM_016407	0.00329957	0.811066	0.00329957	1.10965	1.10965	Control up vs SZD	0.483507	0.0365954	22.1629	0.135177	0.201833	1
21218	8067551	ENST00000415185 // C20orf90 // chromosome 20 open reading frame 90 // --- // 140	C20orf90	ENST00000415185	0.0250774	0.924168	0.0250774	1.09288	1.09288	Control up vs SZD	0.306913	0.0671766	8.79893	0.0985137	0.583675	1
21572	8070867	ENST00000416043 // C21orf122 // chromosome 21 open reading frame 122 // 21q22.3 	C21orf122	ENST00000416043	0.00996461	0.419403	0.00996461	1.15218	1.15218	Control up vs SZD	1.07112	0.109214	13.7672	0.250595	0.271899	1
21481	8069933	NM_018944 // C21orf45 // chromosome 21 open reading frame 45 // 21q22.11 // 5406	C21orf45	NM_018944	0.026489	0.00292536	0.026489	1.29619	1.29619	Control up vs SZD	5.50404	0.589805	8.55046	0.840517	0.285756	1
21305	8068202	NM_058187 // C21orf63 // chromosome 21 open reading frame 63 // 21q22.11 // 5927	C21orf63	NM_058187	0.0246437	1.45E-12	0.0246437	2.41169	2.41169	Control up vs SZD	126.233	6.53992	8.87908	9.67808	0.138155	1
22067	8075542	NM_173566 // C22orf30 // chromosome 22 open reading frame 30 // 22q12.2-q12.3 //	C22orf30	NM_173566	0.00575064	0.447483	0.00575064	0.860056	-1.16271	Control down vs SZD	1.01965	0.097012	17.5543	0.283829	0.253713	1
22012	8075016	NM_207644 // C22orf36 // chromosome 22 open reading frame 36 // 22q11.23 // 3888	C22orf36	NM_207644	0.038349	0.480171	0.038349	1.10205	1.10205	Control up vs SZD	0.962953	0.101225	6.98927	0.117915	0.280318	1
21531	8070538	NM_015500 // C2CD2 // C2 calcium-dependent domain containing 2 // 21q22.3 // 259	C2CD2	NM_015500	0.00162102	0.0107081	0.00162102	0.700682	-1.42718	Control down vs SZD	4.13434	0.321804	29.4598	1.58005	0.207565	1
19592	8050608	BC017473 // C2orf43 // chromosome 2 open reading frame 43 // 2p24.1 // 60526 ///	C2orf43	BC017473	0.0304894	0.010117	0.0304894	0.80034	-1.24947	Control down vs SZD	4.19015	0.468497	7.93335	0.619458	0.298157	1
18861	8043407	NM_152670 // C2orf51 // chromosome 2 open reading frame 51 // 2p11.2 // 200523 /	C2orf51	NM_152670	0.0239956	0.679	0.0239956	1.10286	1.10286	Control up vs SZD	0.665011	0.079777	9.00244	0.119698	0.319903	1
19453	8049079	BC024251 // C2orf57 // chromosome 2 open reading frame 57 // 2q37.1 // 165100 //	C2orf57	BC024251	0.0162476	0.871297	0.0162476	0.902366	-1.1082	Control down vs SZD	0.395296	0.0722746	10.9421	0.131805	0.487564	1
19940	8054131	BC047722 // C2orf64 // chromosome 2 open reading frame 64 // 2q11.2 // 493753 //	C2orf64	BC047722	0.0248115	0.00344644	0.0248115	1.24929	1.24929	Control up vs SZD	5.31949	0.419527	8.84785	0.618652	0.210309	1
19260	8047062	NM_001042519 // C2orf88 // chromosome 2 open reading frame 88 // 2q32.2 // 84281	C2orf88	NM_001042519	0.0121802	0.289723	0.0121802	1.1429	1.1429	Control up vs SZD	1.35784	0.106509	12.5502	0.222784	0.209172	1
23119	8086462	NM_032806 // C3orf39 // chromosome 3 open reading frame 39 // 3p22.1 // 84892 //	C3orf39	NM_032806	0.0167829	0.0195552	0.0167829	1.28249	1.28249	Control up vs SZD	3.56324	0.430642	10.7708	0.77306	0.322285	1
26450	8118409	NM_007293 // C4A // complement component 4A (Rodgers blood group) // 6p21.3 // 7	C4A	NM_007293	0.000661937	6.61E-06	0.000661937	1.88115	1.88115	Control up vs SZD	15.7473	0.72082	41.5049	4.98626	0.122065	1
26451	8118455	NM_007293 // C4A // complement component 4A (Rodgers blood group) // 6p21.3 // 7	C4A	NM_007293	0.000661937	6.61E-06	0.000661937	1.88115	1.88115	Control up vs SZD	15.7473	0.72082	41.5049	4.98626	0.122065	1
31618	8179399	NM_007293 // C4A // complement component 4A (Rodgers blood group) // 6p21.3 // 7	C4A	NM_007293	0.000661937	6.61E-06	0.000661937	1.88115	1.88115	Control up vs SZD	15.7473	0.72082	41.5049	4.98626	0.122065	1
24630	8101359	NR_024087 // C4orf11 // chromosome 4 open reading frame 11 // 4q21.3 // 439934 /	C4orf11	NR_024087	0.0198908	0.74928	0.0198908	1.13641	1.13641	Control up vs SZD	0.568879	0.123718	9.90349	0.204207	0.579939	1
24724	8102371	NM_001099776 // C4orf21 // chromosome 4 open reading frame 21 // 4q25 // 55345 /	C4orf21	NM_001099776	0.0385042	0.0102909	0.0385042	1.19838	1.19838	Control up vs SZD	4.17337	0.351902	6.97332	0.408987	0.224855	1
24053	8096061	BC034296 // C4orf22 // chromosome 4 open reading frame 22 // 4q21.21 // 255119 /	C4orf22	BC034296	0.0325004	7.00E-05	0.0325004	1.69116	1.69116	Control up vs SZD	10.858	2.69941	7.66284	3.44752	0.662962	1
25311	8107934	AK096941 // C5orf56 // chromosome 5 open reading frame 56 // 5q31.1 // 441108 //	C5orf56	AK096941	0.0367582	0.538274	0.0367582	1.09308	1.09308	Control up vs SZD	0.869038	0.0829109	7.15806	0.0989136	0.254415	1
26618	8120300	NM_138569 // C6orf142 // chromosome 6 open reading frame 142 // 6p12.1 // 90523 	C6orf142	NM_138569	0.034969	4.79E-06	0.034969	0.40845	-2.44828	Control down vs SZD	16.5322	8.16186	7.36006	10.012	1.31652	1
26735	8121392	NM_001083535 // C6orf182 // chromosome 6 open reading frame 182 // 6q21 // 28575	C6orf182	NM_001083535	0.0298923	0.258612	0.0298923	0.77757	-1.28606	Control down vs SZD	1.44469	0.591459	8.01833	0.790419	1.09174	1
26887	8122818	BC011348 // C6orf211 // chromosome 6 open reading frame 211 // 6q25.1 // 79624 /	C6orf211	BC011348	0.0122296	0.57421	0.0122296	0.849705	-1.17688	Control down vs SZD	0.814412	0.158665	12.5265	0.331253	0.519525	1
26989	8123876	NR_027793 // C6orf218 // chromosome 6 open reading frame 218 // 6p24.3 // 221718	C6orf218	NR_027793	0.0313669	0.560107	0.0313669	1.12704	1.12704	Control up vs SZD	0.835581	0.137175	7.81245	0.178612	0.437779	1
27037	8124273	NM_030939 // C6orf62 // chromosome 6 open reading frame 62 // 6p22.3 // 81688 //	C6orf62	NM_030939	0.0461609	0.0205989	0.0461609	1.25388	1.25388	Control up vs SZD	3.51564	0.610803	6.27934	0.63924	0.463304	1
28425	8137847	BC015632 // C7orf27 // chromosome 7 open reading frame 27 // 7p22.3 // 221927 //	C7orf27	BC015632	0.0224217	0.267434	0.0224217	1.11323	1.11323	Control up vs SZD	1.41907	0.0924859	9.32159	0.143686	0.173796	1
30158	8153405	NR_026785 // C8orf51 // chromosome 8 open reading frame 51 // 8q24 // 78998 /// 	C8orf51	NR_026785	0.0041981	0.860631	0.0041981	1.1471	1.1471	Control up vs SZD	0.411556	0.0703567	20.059	0.235214	0.455874	1
29169	8144577	NM_001040032 // C8orf74 // chromosome 8 open reading frame 74 // 8p23.1 // 20307	C8orf74	NM_001040032	0.0143395	0.18115	0.0143395	1.17409	1.17409	Control up vs SZD	1.71669	0.166094	11.62	0.32167	0.258007	1
29191	8144705	NM_020844 // C8orf79 // chromosome 8 open reading frame 79 // 8p22 // 57604 /// 	C8orf79	NM_020844	0.046231	0.0152169	0.046231	1.39566	1.39566	Control up vs SZD	3.79659	1.32733	6.27371	1.38788	0.932295	1
31146	8162902	BC033550 // C9orf125 // chromosome 9 open reading frame 125 // 9q31.1 // 84302 /	C9orf125	BC033550	0.0386815	0.00672177	0.0386815	0.759501	-1.31665	Control down vs SZD	4.60269	0.815277	6.95519	0.945068	0.472348	1
31118	8162624	NM_153698 // C9orf21 // chromosome 9 open reading frame 21 // 9q22.32 // 195827 	C9orf21	NM_153698	0.0116724	0.0236346	0.0116724	1.42335	1.42335	Control up vs SZD	3.39103	0.729406	12.8015	1.55624	0.573596	1
30906	8160835	NM_148179 // C9orf23 // chromosome 9 open reading frame 23 // 9p13.3 // 138716 /	C9orf23	NM_148179	0.00747802	0.117176	0.00747802	1.18201	1.18201	Control up vs SZD	2.05368	0.133809	15.6573	0.34918	0.173748	1
31034	8161829	BC034033 // C9orf41 // chromosome 9 open reading frame 41 // 9q21.13 // 138199 /	C9orf41	BC034033	0.0240679	0.618726	0.0240679	0.868497	-1.15141	Control down vs SZD	0.749495	0.165711	8.98846	0.248247	0.58959	1
31372	8165478	NM_173691 // C9orf75 // chromosome 9 open reading frame 75 // 9q34.3 // 286262 /	C9orf75	NM_173691	0.0340294	0.706978	0.0340294	1.09998	1.09998	Control up vs SZD	0.62661	0.0910537	7.47182	0.113389	0.387498	1
30256	8154416	AY422473 // C9orf93 // chromosome 9 open reading frame 93 // 9p22.3 // 203238 //	C9orf93	AY422473	0.0245382	0.0173965	0.0245382	0.812874	-1.2302	Control down vs SZD	3.67128	0.361417	8.89886	0.536034	0.262519	1
18295	8038126	NM_001217 // CA11 // carbonic anhydrase XI // 19q13.3 // 770 /// ENST00000084798	CA11	NM_001217	0.0105603	0.000823914	0.0105603	0.702204	-1.42409	Control down vs SZD	7.05794	0.69853	13.4068	1.56084	0.263922	1
29437	8147112	NM_198584 // CA13 // carbonic anhydrase XIII // 8q21.2 // 377677 /// ENST0000032	CA13	NM_198584	0.0309817	3.19E-05	0.0309817	1.4071	1.4071	Control up vs SZD	12.3286	1.11127	7.86494	1.45669	0.240367	1
5056	7905131	NM_012113 // CA14 // carbonic anhydrase XIV // 1q21 // 23632 /// ENST00000369111	CA14	NM_012113	0.00178406	6.33E-06	0.00178406	0.569822	-1.75493	Control down vs SZD	15.8521	0.835418	28.3717	3.95038	0.140536	1
21686	8071823	NM_012295 // CABIN1 // calcineurin binding protein 1 // 22q11.23 // 23523 /// EN	CABIN1	NM_012295	0.0105863	0.332379	0.0105863	1.14322	1.14322	Control up vs SZD	1.25235	0.100242	13.3916	0.223734	0.213449	1
10509	7959195	NM_001033677 // CABP1 // calcium binding protein 1 // 12q24.31 // 9478 /// NM_03	CABP1	NM_001033677	0.0296813	0.532242	0.0296813	0.885998	-1.12867	Control down vs SZD	0.87844	0.136389	8.0489	0.182963	0.414033	1
23208	8087691	"NM_001005505 // CACNA2D2 // calcium channel, voltage-dependent, alpha 2/delta su"	CACNA2D2	NM_001005505	0.0485676	5.59E-08	0.0485676	0.666069	-1.50135	Control down vs SZD	31.3223	2.03082	6.09265	2.06218	0.172896	1
22510	8080578	"NM_018398 // CACNA2D3 // calcium channel, voltage-dependent, alpha 2/delta subun"	CACNA2D3	NM_018398	0.0025936	5.04E-06	0.0025936	0.390918	-2.55808	Control down vs SZD	16.4056	2.70441	24.4427	11.0172	0.439592	1
15449	8009343	"NM_000727 // CACNG1 // calcium channel, voltage-dependent, gamma subunit 1 // 17"	CACNG1	NM_000727	0.0282415	0.725772	0.0282415	1.09548	1.09548	Control up vs SZD	0.600951	0.0753865	8.26567	0.103853	0.334521	1
17588	8031076	"NM_031896 // CACNG7 // calcium channel, voltage-dependent, gamma subunit 7 // 19"	CACNG7	NM_031896	0.023896	9.13E-05	0.023896	1.43853	1.43853	Control up vs SZD	10.3907	1.09813	9.0218	1.65119	0.281824	1
28943	8142585	NM_017954 // CADPS2 // Ca++-dependent secretion activator 2 // 7q31.3 // 93664 /	CADPS2	NM_017954	0.00586983	2.11E-10	0.00586983	3.1261	3.1261	Control up vs SZD	66.2291	5.59436	17.4	16.2236	0.225253	1
23003	8085206	NM_003656 // CAMK1 // calcium/calmodulin-dependent protein kinase I // 3p25.3 //	CAMK1	NM_003656	0.0391176	0.133666	0.0391176	1.11693	1.11693	Control up vs SZD	1.95106	0.132575	6.91107	0.152705	0.1812	1
7138	7926223	NM_153498 // CAMK1D // calcium/calmodulin-dependent protein kinase ID // 10p13 /	CAMK1D	NM_153498	0.0124538	0.000339471	0.0124538	0.588585	-1.69899	Control down vs SZD	8.29474	1.6948	12.4205	3.50838	0.54486	1
9744	7951408	"NM_052889 // CARD16 // caspase recruitment domain family, member 16 // --- // 11"	CARD16	NM_052889	0.0337449	0.612236	0.0337449	1.17967	1.17967	Control up vs SZD	0.7588	0.272536	7.50647	0.340964	0.95778	1
17045	8025766	NM_199141 // CARM1 // coactivator-associated arginine methyltransferase 1 // 19p	CARM1	NM_199141	0.0199867	0.0618341	0.0199867	0.85679	-1.16715	Control down vs SZD	2.56532	0.181183	9.87966	0.298338	0.188341	1
9743	7951397	"NM_033292 // CASP1 // caspase 1, apoptosis-related cysteine peptidase (interleuk"	CASP1	NM_033292	0.00448754	0.208812	0.00448754	0.72368	-1.38183	Control down vs SZD	1.60797	0.401772	19.506	1.30616	0.666299	1
9740	7951363	NR_000035 // CASP12 // caspase 12 (gene/pseudogene) // 11q22.3 // 120329 /// AY3	CASP12	NR_000035	0.0381057	0.502605	0.0381057	1.11163	1.11163	Control up vs SZD	0.925755	0.119641	7.01448	0.13987	0.34463	1
5765	7912316	NM_001079843 // CASZ1 // castor zinc finger 1 // 1p36.22 // 54897 /// NM_017766 	CASZ1	NM_001079843	0.0433965	0.703854	0.0433965	0.941844	-1.06175	Control down vs SZD	0.630883	0.0413144	6.5107	0.044831	0.174631	1
8416	7939298	NM_001752 // CAT // catalase // 11p13 // 847 /// ENST00000241052 // CAT // catal	CAT	NM_001752	0.0326434	8.35E-07	0.0326434	1.51712	1.51712	Control up vs SZD	21.385	1.70291	7.64447	2.16964	0.21235	1
12647	7980861	"NM_024764 // CATSPERB // cation channel, sperm-associated, beta // 14q32.12 // 7"	CATSPERB	NM_024764	0.0377592	2.65E-09	0.0377592	3.27916	3.27916	Control up vs SZD	47.3779	14.9882	7.05073	17.613	0.843611	1
28184	8135587	NM_001233 // CAV2 // caveolin 2 // 7q31.1 // 858 /// NM_198212 // CAV2 // caveol	CAV2	NM_001233	0.0323358	5.67E-06	0.0323358	1.66154	1.66154	Control up vs SZD	16.1185	2.51387	7.68413	3.21949	0.415899	1
23364	8089261	NM_170662 // CBLB // Cas-Br-M (murine) ecotropic retroviral transforming sequenc	CBLB	NM_170662	0.0174063	0.0533555	0.0174063	0.861411	-1.16089	Control down vs SZD	2.68715	0.157612	10.5804	0.277933	0.156411	1
21182	8067157	NM_080617 // CBLN4 // cerebellin 4 precursor // 20q13.13-q13.33 // 140689 /// EN	CBLN4	NM_080617	0.0251159	0.313845	0.0251159	1.11391	1.11391	Control up vs SZD	1.29651	0.0991727	8.79192	0.14532	0.203979	1
30926	8161026	NM_174923 // CCDC107 // coiled-coil domain containing 107 // 9p13.3 // 203260 //	CCDC107	NM_174923	0.0100608	0.854567	0.0100608	1.09912	1.09912	Control up vs SZD	0.420649	0.0488272	13.7071	0.111547	0.309536	1
7345	7928318	NM_138357 // CCDC109A // coiled-coil domain containing 109A // 10q22.1 // 90550 	CCDC109A	NM_138357	0.0237803	0.687735	0.0237803	0.902255	-1.10833	Control down vs SZD	0.652985	0.0876497	9.04441	0.132123	0.357945	1
15014	8005204	NM_014695 // CCDC144A // coiled-coil domain containing 144A // 17p11.2 // 9720 /	CCDC144A	NM_014695	0.0220103	1.20E-05	0.0220103	1.73573	1.73573	Control up vs SZD	14.3673	2.42122	9.41001	3.79729	0.449396	1
15782	8013272	NM_014695 // CCDC144A // coiled-coil domain containing 144A // 17p11.2 // 9720 /	CCDC144A	NM_014695	0.0263339	3.46E-06	0.0263339	1.62669	1.62669	Control up vs SZD	17.3558	2.06808	8.57688	2.95628	0.317755	1
15070	8005679	NR_023380 // CCDC144C // coiled-coil domain containing 144C // 17p11.2 // 348254	CCDC144C	NR_023380	0.026146	0.00279096	0.026146	1.39372	1.39372	Control up vs SZD	5.55764	0.959204	8.60918	1.37633	0.460245	1
19272	8047187	NM_001080539 // CCDC150 // coiled-coil domain containing 150 // 2q33.1 // 284992	CCDC150	NM_001080539	0.0287251	0.833186	0.0287251	1.06939	1.06939	Control up vs SZD	0.451988	0.0411698	8.19124	0.0562053	0.242896	1
14371	7998494	NM_001143980 // CCDC154 // coiled-coil domain containing 154 // 16p13.3 // 64581	CCDC154	NM_001143980	0.0291818	0.984606	0.0291818	1.04078	1.04078	Control up vs SZD	0.157176	0.0147391	8.12248	0.019953	0.250065	1
4456	7899134	NM_022778 // CCDC21 // coiled-coil domain containing 21 // 1p36.11 // 64793 /// 	CCDC21	NM_022778	0.0425898	0.00195325	0.0425898	1.18295	1.18295	Control up vs SZD	5.97423	0.321351	6.582	0.352522	0.143439	1
10501	7959131	NM_207311 // CCDC64 // coiled-coil domain containing 64 // 12q24.23 // 92558 ///	CCDC64	NM_207311	0.0213191	0.0392515	0.0213191	0.786747	-1.27106	Control down vs SZD	2.94602	0.450714	9.56369	0.718414	0.407975	1
9292	7947375	NM_001008391 // CCDC73 // coiled-coil domain containing 73 // 11p13 // 493860 //	CCDC73	NM_001008391	0.0152243	0.649811	0.0152243	1.11359	1.11359	Control up vs SZD	0.705542	0.0768079	11.2915	0.144546	0.290303	1
8811	7942896	NM_173556 // CCDC83 // coiled-coil domain containing 83 // 11q14.1-q14.2 // 2200	CCDC83	NM_173556	0.0455889	0.535165	0.0455889	1.06859	1.06859	Control up vs SZD	0.873874	0.0521251	6.32565	0.0549542	0.159062	1
19745	8052376	NM_001080433 // CCDC85A // coiled-coil domain containing 85A // 2p16.1 // 114800	CCDC85A	NM_001080433	0.00744932	0.678656	0.00744932	0.876075	-1.14145	Control down vs SZD	0.665485	0.0836259	15.6839	0.218596	0.335097	1
12643	7980773	NM_001080414 // CCDC88C // coiled-coil domain containing 88C // 14q32.11 // 4401	CCDC88C	NM_001080414	0.0146203	0.0850898	0.0146203	1.28935	1.28935	Control up vs SZD	2.30671	0.420341	11.5129	0.806557	0.485934	1
9671	7950804	NM_152723 // CCDC89 // coiled-coil domain containing 89 // 11q14.1 // 220388 ///	CCDC89	NM_152723	0.0221853	0.0333034	0.0221853	1.28347	1.28347	Control up vs SZD	3.08773	0.497942	9.37214	0.777797	0.43004	1
16960	8024798	NM_018074 // CCDC94 // coiled-coil domain containing 94 // 19p13.3 // 55702 /// 	CCDC94	NM_018074	0.0372317	0.335307	0.0372317	1.10021	1.10021	Control up vs SZD	1.24558	0.0961572	7.10681	0.113895	0.205863	1
27129	8124868	NM_001105564 // CCHCR1 // coiled-coil alpha-helical rod protein 1 // 6p21.3 // 5	CCHCR1	NM_001105564	0.00179961	0.802476	0.00179961	1.16629	1.16629	Control up vs SZD	0.495562	0.0627096	28.2749	0.295518	0.337446	1
31522	8178448	NM_001105564 // CCHCR1 // coiled-coil alpha-helical rod protein 1 // 6p21.3 // 5	CCHCR1	NM_001105564	0.00296809	0.576201	0.00296809	1.17674	1.17674	Control up vs SZD	0.811448	0.0857587	23.1429	0.330784	0.281829	1
30911	8160879	NM_006274 // CCL19 // chemokine (C-C motif) ligand 19 // 9p13 // 6363 /// ENST00	CCL19	NM_006274	0.00948669	0.925281	0.00948669	1.08153	1.08153	Control up vs SZD	0.304843	0.0326946	14.078	0.0767123	0.286001	1
28734	8140358	NM_006072 // CCL26 // chemokine (C-C motif) ligand 26 // 7q11.23 // 10344 /// EN	CCL26	NM_006072	0.00732347	0.782632	0.00732347	1.10728	1.10728	Control up vs SZD	0.523127	0.0492404	15.802	0.129683	0.251006	1
9588	7950012	NM_053056 // CCND1 // cyclin D1 // 11q13 // 595 /// ENST00000227507 // CCND1 // 	CCND1	NM_053056	0.0443621	0.607014	0.0443621	1.08981	1.08981	Control up vs SZD	0.766323	0.0862297	6.42768	0.0923761	0.300064	1
25490	8109697	NM_004060 // CCNG1 // cyclin G1 // 5q32-q34 // 900 /// NM_199246 // CCNG1 // cyc	CCNG1	NM_004060	0.000851344	0.100567	0.000851344	0.593303	-1.68548	Control down vs SZD	2.17386	0.540964	37.7491	3.40349	0.663599	1
10846	7962831	NM_001240 // CCNT1 // cyclin T1 // 12q11-q13.3 // 904 /// ENST00000261900 // CCN	CCNT1	NM_001240	0.0200155	0.117398	0.0200155	0.828797	-1.20657	Control down vs SZD	2.0522	0.267622	9.87253	0.440351	0.347753	1
16035	8015681	NM_016602 // CCR10 // chemokine (C-C motif) receptor 10 // 17q21.1-q21.3 // 2826	CCR10	NM_016602	0.0458303	0.697738	0.0458303	1.13781	1.13781	Control up vs SZD	0.639258	0.198057	6.30601	0.208158	0.826194	1
22430	8079392	NM_001123396 // CCR2 // chemokine (C-C motif) receptor 2 // 3p21.31 // 729230 //	CCR2	NM_001123396	0.00153838	0.980391	0.00153838	0.911638	-1.09693	Control down vs SZD	0.172951	0.0213273	30.0687	0.106881	0.328838	1
25758	8112428	NM_005582 // CD180 // CD180 molecule // 5q12 // 4064 /// ENST00000256447 // CD18	CD180	NM_005582	0.0493069	0.377084	0.0493069	1.08592	1.08592	Control up vs SZD	1.15456	0.0843245	6.0378	0.0848558	0.194763	1
9944	7953333	NM_001242 // CD27 // CD27 molecule // 12p13 // 939 /// ENST00000266557 // CD27 /	CD27	NM_001242	0.0439933	0.676631	0.0439933	1.0898	1.0898	Control up vs SZD	0.668279	0.0857792	6.45909	0.0923427	0.342289	1
26593	8120102	NM_012120 // CD2AP // CD2-associated protein // 6p12 // 23607 /// ENST0000035931	CD2AP	NM_012120	0.0171143	0.0461244	0.0171143	0.859834	-1.16302	Control down vs SZD	2.80904	0.160176	10.6684	0.284803	0.152057	1
6903	7923978	NM_001773 // CD34 // CD34 molecule // 1q32 // 947 /// NM_001025109 // CD34 // CD	CD34	NM_001773	0.0215751	3.55E-06	0.0215751	1.98439	1.98439	Control up vs SZD	17.2916	3.70194	9.506	5.86511	0.570903	1
4459	7899160	NM_001803 // CD52 // CD52 molecule // 1p36 // 1043 /// ENST00000374213 // CD52 /	CD52	NM_001803	0.0126231	0.858196	0.0126231	1.10532	1.10532	Control up vs SZD	0.41522	0.0608706	12.3422	0.125213	0.390929	1
30923	8161004	NM_001782 // CD72 // CD72 molecule // 9p13.3 // 971 /// ENST00000396757 // CD72 	CD72	NM_001782	0.0337663	0.582558	0.0337663	1.11099	1.11099	Control up vs SZD	0.802028	0.110625	7.50385	0.138352	0.367817	1
8232	7937802	NM_004356 // CD81 // CD81 molecule // 11p15.5 // 975 /// ENST00000263645 // CD81	CD81	NM_004356	0.0296188	0.00957874	0.0296188	1.19437	1.19437	Control up vs SZD	4.24423	0.293351	8.05801	0.393971	0.184314	1
22679	8082035	NM_175862 // CD86 // CD86 molecule // 3q21 // 942 /// NM_006889 // CD86 // CD86 	CD86	NM_175862	0.0224942	0.437342	0.0224942	1.13968	1.13968	Control up vs SZD	1.03792	0.137635	9.30624	0.213477	0.353616	1
